SNO,CO,NOX
22191,1.8684595694936825,70.8313401880787
22192,1.876315202605958,71.45010253349382
22193,1.7831205270223551,71.78809122664912
22194,1.5186654355978675,71.00097039263558
22195,1.7827263203097163,71.41923721906598
22196,1.0926201696756388,69.00722780658722
22197,1.0821218683365645,68.45921810504609
22198,1.3499472488437818,69.69289251914671
22199,1.098473737994522,68.80151622641135
22200,1.2711319584794085,69.17749425621234
22201,1.3189084884623614,69.58397865065503
22202,1.339354311759965,69.86591989807073
22203,1.364117710814579,69.95363630450558
22204,1.1673785589325718,69.77266996772684
22205,0.3350549994206086,68.4986239027937
22206,0.18333958823859603,67.78719060183266
22207,0.07858400847281706,67.91394860416689
22208,2.857363162936906,69.03494220260212
22209,4.436867729691165,70.93059953776648
22210,2.1063333695083215,69.2838332607078
22211,0.02631018692147115,66.98543889398368
22212,0.21790445966033367,67.64153979336893
22213,0.16813162185853378,67.28869950860985
22214,-0.2775491714601653,63.876781007845835
22215,-1.015863985186808,63.95468746776431
22216,-1.0455696366296197,64.51929461559186
22217,-1.2430940356230014,63.988870278715574
22218,-1.084421513376232,64.59816522197755
22219,-1.2564571755317737,64.38092252312715
22220,-1.0923948618495891,63.91735385251763
22221,-1.1493323893820897,63.64644664919141
22222,-1.267823127626212,63.772354088775366
22223,-1.3587975100307308,64.82704175681114
22224,-0.12215302053668346,69.37763017557221
22225,-0.05984731356434927,69.09283368216643
22226,0.17039838214242037,68.78148895920664
22227,0.05808906154876103,68.52613926753341
22228,0.05408685196371198,68.32635993005577
22229,-1.5017828184293223,66.41034211362604
22230,0.2708944620671116,68.56299375918117
22231,0.14281260187254086,68.37803720472479
22232,0.23599059037862188,68.53810527874958
22233,0.17065208031506213,67.94052607056574
22234,0.0022232650989927687,66.82286625354821
22235,-0.2184870518755704,66.28247716981389
22236,-0.013613885916018906,66.42339768239256
22237,0.07442305067345784,66.01145026354175
22238,1.9872933078529462,64.82376459191467
22239,-0.6180833052434567,62.95019672403986
22240,-1.0486739438176231,62.017829101861835
22241,-0.9179330863111768,62.40620842458184
22242,-1.2537309010452944,62.811285753050164
22243,-0.8882842653784664,63.98163671488686
22244,-1.1925221806807194,63.10286713059321
22245,-1.1752303493603744,61.417722039074306
22246,-1.232941474979817,61.573810106875186
22247,-1.031098429735748,62.89857927994135
22248,-0.22435280038628042,64.33241782373145
22249,0.26132082332618156,65.42566115138806
22250,0.3026868715786259,66.96821474003104
22251,0.13076605655569673,66.3366927296473
22252,0.10117082333713927,66.2864094296483
22253,0.05447234707570636,66.70629487038362
22254,0.09736139408487658,66.76561930029149
22255,0.0718519032928592,66.70001384363968
22256,0.057806955180452056,65.89295531996684
22257,-0.04225939474228279,65.71897753786189
22258,-0.18043632856019265,65.05541271794868
22259,-0.1754568513927052,64.58997974888152
22260,0.13829579794770896,65.89296714426408
22261,0.009169752544644172,66.2865942657037
22262,0.09071708220796891,67.01530188892606
22263,-0.007758251297553768,66.34646437590227
22264,0.04046198602252015,66.2839468857064
22265,0.06503616310384708,66.20117884944906
